    xi	    yi	  phii	 delta	    xf	    yf	  phif	sucesso	passos	 err_x	 err_y	err_phi	    EE	    ET
16.1308	55.0006	268.5830	1.0000	41.0287	95.4529	60.2659	1.0000	57.0000	0.1794	0.0455	0.3304	31.3891	1.2000
65.5141	17.0096	226.0137	1.0000	52.1963	26.0371	117.7593	1.0000	18.0000	0.0439	0.7396	0.3084	79.0311	1.1188
99.4155	3.2612	-16.7853	1.0000	100.4067	3.3938	7.6208	0.0000	1.0000	1.0081	0.9661	0.9153	136.6013	1.0000
72.8886	42.2597	32.4032	1.0000	52.3353	71.3331	118.6247	1.0000	37.0000	0.0467	0.2867	0.3181	40.5785	1.0392
84.7865	82.2064	21.7424	1.0000	63.7480	95.1812	149.9400	1.0000	29.0000	0.2750	0.0482	0.6660	61.6850	1.1732
48.5506	23.4340	8.9659	1.0000	49.4644	23.8402	23.9659	1.0000	1.0000	0.0107	0.7616	0.7337	100.8023	1.0000
46.7587	39.1294	253.0759	1.0000	42.0486	40.1859	94.0508	1.0000	7.0000	0.1590	0.5981	0.0450	60.4761	1.4501
88.9737	83.2274	-72.4108	1.0000	63.0492	95.1264	147.2556	1.0000	41.0000	0.2610	0.0487	0.6362	58.9257	1.4373
41.7589	90.8259	165.1512	1.0000	40.5457	93.3647	90.5654	1.0000	3.0000	0.1891	0.0664	0.0063	11.5642	1.0662
46.6699	82.3136	121.4847	1.0000	46.4488	84.2783	87.7554	1.0000	2.0000	0.0710	0.1572	0.0249	16.2733	1.0116
26.1485	33.5324	103.6461	1.0000	47.7597	71.5884	73.0904	1.0000	44.0000	0.0448	0.2841	0.1879	33.1387	1.0054
75.8303	17.3176	113.3972	1.0000	52.3033	40.6837	118.8464	1.0000	34.0000	0.0461	0.5932	0.3205	65.9988	1.0254
28.1879	65.1364	-0.0124	1.0000	47.7146	94.4719	76.0791	1.0000	37.0000	0.0457	0.0553	0.1547	15.1517	1.0499
48.2522	92.2623	268.7191	1.0000	47.9340	91.3143	251.4417	1.0000	1.0000	0.0413	0.0869	1.7938	161.6884	1.0000
12.7812	66.2215	214.6376	1.0000	9.5967	68.8353	90.9577	1.0000	5.0000	0.8081	0.3116	0.0106	51.0351	1.2136
65.3269	74.2005	165.4861	1.0000	52.1783	88.7012	117.6739	1.0000	20.0000	0.0436	0.1130	0.3075	29.9709	1.0217
15.4617	47.5289	1.2723	1.0000	47.7701	78.6006	73.4651	1.0000	49.0000	0.0446	0.2140	0.1837	27.1350	1.0931
81.7035	50.5081	15.8392	1.0000	82.8784	53.0672	90.1422	1.0000	3.0000	0.6576	0.4693	0.0016	57.3036	1.0654
12.6060	92.6309	228.5431	1.0000	9.0271	95.4005	81.0310	1.0000	6.0000	0.8195	0.0460	0.0997	42.1945	1.3258
43.9423	38.3709	51.4103	1.0000	47.6774	46.5290	74.2426	1.0000	9.0000	0.0465	0.5347	0.1751	55.7928	1.0031
48.0786	22.6360	-14.0621	1.0000	49.0785	22.6524	0.9379	1.0000	1.0000	0.0184	0.7735	0.9896	117.9642	1.0000
64.3485	2.8371	269.3407	1.0000	61.9817	-0.1750	209.3407	0.0000	4.0000	0.2396	1.0017	1.3260	156.2715	1.0442
16.6409	75.6534	-4.4132	1.0000	42.3310	95.5944	61.0517	1.0000	36.0000	0.1534	0.0441	0.3216	30.2692	1.1070
41.9574	91.1153	196.4409	1.0000	39.9481	95.5494	70.6875	1.0000	6.0000	0.2010	0.0445	0.2146	22.2221	1.2325
23.5897	73.3672	55.4861	1.0000	39.0484	95.2739	60.2698	1.0000	27.0000	0.2190	0.0473	0.3303	32.0337	1.0070
4.9399	22.8032	84.7765	1.0000	47.6331	81.0956	71.3951	1.0000	73.0000	0.0473	0.1890	0.2067	26.6293	1.0103
13.3038	82.9087	230.2986	1.0000	17.6662	95.6329	45.0732	1.0000	19.0000	0.6467	0.0437	0.4992	55.5245	1.4125
94.3759	18.6572	-18.5197	1.0000	52.4428	45.4028	118.3446	1.0000	60.0000	0.0489	0.5460	0.3149	61.5649	1.2064
63.1839	97.0403	10.9427	1.0000	63.9983	97.6206	35.4725	1.0000	1.0000	0.2800	0.0238	0.6059	56.3459	1.0000
65.6739	63.4020	206.6023	1.0000	52.0797	74.8423	117.2183	1.0000	19.0000	0.0416	0.2516	0.3024	37.1224	1.0694
20.3635	25.6234	189.6947	1.0000	18.1493	28.3977	91.4984	1.0000	4.0000	0.6370	0.7160	0.0166	78.3812	1.1269
35.8466	52.2991	266.5485	1.0000	47.6348	88.2766	76.0276	1.0000	46.0000	0.0473	0.1172	0.1552	18.3918	1.2150
10.8257	47.7984	166.7377	1.0000	9.5411	50.3017	92.2257	1.0000	3.0000	0.8092	0.4970	0.0247	64.1233	1.0662
73.7048	48.1214	8.5630	1.0000	52.2452	77.1520	118.3530	1.0000	39.0000	0.0449	0.2285	0.3150	36.4824	1.0803
90.9445	32.5139	-24.8761	1.0000	52.4282	59.2552	118.3293	1.0000	57.0000	0.0486	0.4074	0.3148	49.6848	1.2156
77.7254	47.6420	165.4595	1.0000	52.2170	64.4446	118.6320	1.0000	33.0000	0.0443	0.3556	0.3181	45.7044	1.0804
89.7975	71.8925	-51.1437	1.0000	53.8195	95.7175	121.7695	1.0000	55.0000	0.0764	0.0428	0.3530	32.2836	1.2746
74.0629	63.2742	-63.5459	1.0000	52.2185	90.3002	118.3055	1.0000	44.0000	0.0444	0.0970	0.3145	30.0035	1.2662
81.1004	85.6739	75.2755	1.0000	67.3872	95.0498	164.2956	1.0000	18.0000	0.3477	0.0495	0.8255	76.4634	1.0836
66.5759	24.4559	198.6666	1.0000	52.3575	37.0696	118.4959	1.0000	20.0000	0.0472	0.6293	0.3166	69.1217	1.0522
48.9118	5.1341	-81.8154	1.0000	49.3055	4.2148	-66.8154	1.0000	1.0000	0.0139	0.9579	1.7424	183.7562	1.0000
88.7705	16.2869	241.4795	1.0000	52.2128	26.2516	117.8751	1.0000	46.0000	0.0443	0.7375	0.3097	78.8717	1.2140
10.6294	32.8888	104.1386	1.0000	47.7193	86.5729	73.1150	1.0000	66.0000	0.0456	0.1343	0.1876	21.6931	1.0115
10.1024	87.4084	-83.8575	1.0000	41.8376	95.2042	60.8226	1.0000	46.0000	0.1632	0.0480	0.3242	30.6749	1.4076
40.3451	86.9871	240.3817	1.0000	36.3020	88.9751	92.1783	1.0000	6.0000	0.2740	0.1102	0.0242	17.7180	1.3317
32.0502	2.5220	195.6570	1.0000	47.6248	39.3023	71.6421	1.0000	43.0000	0.0475	0.6070	0.2040	63.4576	1.0766
94.0818	56.7858	238.2669	1.0000	52.2225	67.0730	117.9930	1.0000	51.0000	0.0445	0.3293	0.3110	43.2751	1.1832
18.6679	8.2434	238.0832	1.0000	14.6918	10.3616	90.0420	1.0000	6.0000	0.7062	0.8964	0.0005	96.3416	1.3318
49.6027	69.8024	76.7488	1.0000	49.8087	70.7809	78.1114	1.0000	1.0000	0.0038	0.2922	0.1321	31.5457	1.0000
70.1053	31.7617	17.1955	1.0000	71.3431	34.3108	87.6365	1.0000	3.0000	0.4269	0.6569	0.0263	69.1099	1.0587
72.9094	25.7355	61.8070	1.0000	72.9866	26.7325	85.5730	1.0000	1.0000	0.4597	0.7327	0.0492	76.9163	1.0000
21.2269	86.9861	-53.1448	1.0000	40.7030	95.6710	61.8998	1.0000	28.0000	0.1859	0.0433	0.3122	29.9131	1.3130
49.9963	96.4780	248.6352	1.0000	49.4033	95.6728	233.6322	1.0000	1.0000	0.0119	0.0433	1.5959	143.6986	1.0000
79.2291	69.5756	108.1318	1.0000	52.1744	93.9857	117.6537	1.0000	38.0000	0.0435	0.0601	0.3073	28.3835	1.0428
91.0572	32.7552	119.6079	1.0000	52.2661	54.0824	118.2508	1.0000	48.0000	0.0453	0.4592	0.3139	53.9599	1.0843
71.2638	23.1181	19.0602	1.0000	72.4032	25.7105	89.9576	1.0000	3.0000	0.4481	0.7429	0.0005	77.5940	1.0594
80.5322	56.9708	267.6960	1.0000	52.2479	61.7634	118.3161	1.0000	41.0000	0.0450	0.3824	0.3146	47.6329	1.4292
75.6860	13.0910	-71.8204	1.0000	52.2177	39.9290	118.3619	1.0000	46.0000	0.0444	0.6007	0.3151	66.4669	1.2903
55.4496	14.3819	266.5801	1.0000	51.9609	11.2866	191.5801	1.0000	5.0000	0.0392	0.8871	1.1287	134.8793	1.0721
9.9340	41.4594	152.9939	1.0000	46.6391	95.4438	64.1181	1.0000	67.0000	0.0672	0.0456	0.2876	26.4939	1.0263
36.4231	41.8101	172.1694	1.0000	47.6658	83.0863	74.8818	1.0000	44.0000	0.0467	0.1691	0.1680	22.8053	1.0285
71.1362	85.5042	78.0494	1.0000	65.0440	95.6603	128.2647	1.0000	12.0000	0.3009	0.0434	0.4252	41.3442	1.0132
11.3403	20.4751	150.6266	1.0000	47.7828	75.8710	73.2708	1.0000	68.0000	0.0443	0.2413	0.1859	29.4447	1.0255
73.1727	49.2511	179.9022	1.0000	52.4201	65.1057	118.3217	1.0000	28.0000	0.0484	0.3489	0.3147	45.0065	1.0721
8.1609	97.5870	32.0701	1.0000	9.0083	98.1179	32.0701	1.0000	1.0000	0.8198	0.0188	0.6437	70.9911	1.0000
65.6453	63.4343	165.0581	1.0000	52.3595	77.8328	118.4883	1.0000	20.0000	0.0472	0.2217	0.3165	36.1736	1.0208
41.8380	62.2706	-59.1123	1.0000	47.9154	62.3647	45.8877	1.0000	7.0000	0.0417	0.3764	0.4901	58.0229	1.1517
51.7583	11.7828	-33.3834	1.0000	52.1093	22.4689	117.7480	1.0000	15.0000	0.0422	0.7753	0.3083	82.3740	1.4029
94.2284	38.3609	267.6708	1.0000	52.2254	43.1624	118.6164	1.0000	55.0000	0.0445	0.5684	0.3180	63.6739	1.3010
25.4307	90.2688	-75.5832	1.0000	42.0118	95.5957	61.5410	1.0000	27.0000	0.1598	0.0440	0.3162	29.8851	1.5503
43.3028	51.8997	18.0238	1.0000	47.7068	59.5383	73.0720	1.0000	9.0000	0.0459	0.4046	0.1881	43.9200	1.0207
57.3844	83.4172	17.7754	1.0000	53.2439	95.4366	120.5107	1.0000	14.0000	0.0649	0.0456	0.3390	31.0201	1.1013
99.1054	89.3279	42.1117	1.0000	99.4682	91.2457	91.8862	1.0000	2.0000	0.9894	0.0875	0.0210	50.2722	1.0247
29.0407	95.1328	-5.6951	1.0000	30.0393	95.0804	-3.0012	1.0000	1.0000	0.3992	0.0492	1.0333	95.2463	1.0000
4.1275	6.0443	29.4144	1.0000	47.5124	49.8510	70.0999	1.0000	64.0000	0.0498	0.5015	0.2211	54.0104	1.0380
7.0808	36.3466	17.0669	1.0000	47.6543	71.8040	72.2558	1.0000	58.0000	0.0469	0.2820	0.1972	33.3972	1.0764
90.4072	73.4955	-34.7858	1.0000	93.5972	76.1015	88.9516	1.0000	5.0000	0.8719	0.2390	0.0116	49.7288	1.2139
24.8526	78.5834	-48.4977	1.0000	45.5629	95.3778	60.9406	1.0000	33.0000	0.0887	0.0462	0.3229	29.7574	1.2376
95.5686	18.0587	-60.6008	1.0000	99.6095	20.0323	88.0668	1.0000	6.0000	0.9922	0.7997	0.0215	94.1258	1.3342
13.8013	73.6943	248.7456	1.0000	26.9514	95.2672	45.0000	1.0000	33.0000	0.4610	0.0473	0.5000	50.7803	1.3062
56.3980	90.3928	-80.5436	1.0000	59.6708	95.5028	119.6537	1.0000	11.0000	0.1934	0.0450	0.3295	31.5134	1.8127
61.7946	32.4013	109.2749	1.0000	52.2253	46.3865	118.6187	1.0000	17.0000	0.0445	0.5361	0.3180	60.8144	1.0032
70.9369	89.1207	46.6119	1.0000	71.2130	91.0591	93.6675	1.0000	2.0000	0.4243	0.0894	0.0407	23.3106	1.0215
71.1678	8.4350	55.4591	1.0000	52.1022	37.1468	117.3132	1.0000	35.0000	0.0420	0.6285	0.3035	68.5635	1.0155
28.6613	96.0362	194.1869	1.0000	27.6747	96.1991	170.6263	1.0000	1.0000	0.4465	0.0380	0.8958	83.7464	1.0000
92.1903	74.4714	64.3670	1.0000	92.1993	75.4713	89.4846	1.0000	1.0000	0.8440	0.2453	0.0057	48.8130	1.0000
21.9810	63.9751	260.2681	1.0000	17.4848	65.3551	89.1100	1.0000	7.0000	0.6503	0.3464	0.0099	47.5216	1.4883
99.0795	72.0439	188.2835	1.0000	52.3601	86.5378	118.4854	1.0000	54.0000	0.0472	0.1346	0.3165	31.5946	1.1039
23.9884	1.6938	257.9826	1.0000	19.5119	3.2251	87.7825	1.0000	7.0000	0.6098	0.9677	0.0246	101.4881	1.4795
63.3257	64.6378	-34.9211	1.0000	66.6788	68.1796	93.7195	1.0000	6.0000	0.3336	0.3182	0.0413	36.1187	1.2302
15.3522	74.4457	8.3912	1.0000	42.1843	95.3638	60.8147	1.0000	37.0000	0.1563	0.0464	0.3243	30.5673	1.0875
43.5034	98.4217	35.9929	1.0000	44.1328	99.1988	50.9929	1.0000	1.0000	0.1173	0.0080	0.4334	39.4540	1.0000
32.3967	78.0848	55.4722	1.0000	42.2775	95.4725	60.2290	1.0000	20.0000	0.1544	0.0453	0.3308	31.0877	1.0000
35.4372	16.8341	196.5214	1.0000	47.5413	61.8023	77.4955	1.0000	49.0000	0.0492	0.3820	0.1389	40.2675	1.0522
29.4812	48.2189	55.4251	1.0000	47.6721	80.3605	72.1606	1.0000	37.0000	0.0466	0.1964	0.1982	26.6340	1.0018
23.7683	98.9391	100.5201	1.0000	23.9258	99.9266	80.9395	1.0000	1.0000	0.5215	0.0007	0.1007	27.6037	1.0000
57.9075	41.3053	178.8695	1.0000	52.4415	45.1252	117.8859	1.0000	7.0000	0.0488	0.5487	0.3098	61.6022	1.0497
2.0402	9.9726	192.5036	1.0000	-0.2260	11.6440	118.7347	0.0000	3.0000	1.0045	0.8836	0.3193	105.6178	1.0654
9.3553	76.3677	259.5952	1.0000	4.9252	77.8644	87.0862	1.0000	7.0000	0.9015	0.2214	0.0324	50.3012	1.4970
60.0446	78.7169	121.5657	1.0000	52.0690	90.1741	117.1916	1.0000	14.0000	0.0414	0.0983	0.3021	28.9864	1.0029
76.3010	68.8847	259.9760	1.0000	52.2855	75.2378	118.8781	1.0000	35.0000	0.0457	0.2476	0.3209	38.1095	1.4089
33.9405	21.2754	24.4250	1.0000	47.5763	46.7172	73.7397	1.0000	29.0000	0.0485	0.5328	0.1807	55.7613	1.0047
24.4421	99.8723	71.3502	1.0000	24.8435	100.7882	66.3346	1.0000	1.0000	0.5031	0.0079	0.2629	34.5474	1.0000
50.0965	54.3407	123.6440	1.0000	49.7040	55.2604	113.1139	1.0000	1.0000	0.0059	0.4474	0.2568	50.3584	1.0000
54.0884	75.3652	246.5006	1.0000	51.7317	73.6212	201.5006	1.0000	3.0000	0.0346	0.2638	1.2389	114.5916	1.0232
19.5533	6.1997	215.7199	1.0000	16.3019	8.7313	92.5185	1.0000	5.0000	0.6740	0.9127	0.0280	97.3236	1.2134
45.9773	35.6948	264.3852	1.0000	47.7449	57.2106	73.8418	1.0000	29.0000	0.0451	0.4279	0.1795	45.7942	1.3433
19.0259	29.9095	186.3968	1.0000	16.9685	32.8017	88.2997	1.0000	4.0000	0.6606	0.6720	0.0189	74.8971	1.1270
74.4437	78.3109	35.5972	1.0000	60.2085	95.6141	128.5201	1.0000	24.0000	0.2042	0.0439	0.4280	40.0905	1.0711
19.0690	88.3391	209.5251	1.0000	16.0903	91.1993	86.8148	1.0000	5.0000	0.6782	0.0880	0.0354	35.1776	1.2108
26.5410	17.9981	118.9000	1.0000	47.7186	56.1554	72.4328	1.0000	44.0000	0.0456	0.4384	0.1952	47.2880	1.0082
85.1063	52.2155	126.2081	1.0000	52.1178	73.3167	117.3811	1.0000	42.0000	0.0424	0.2668	0.3042	38.2911	1.0725
76.0444	9.3077	125.5016	1.0000	52.1827	30.4458	117.6974	1.0000	33.0000	0.0437	0.6955	0.3077	74.8979	1.0352
82.3611	98.6272	197.6995	1.0000	81.3855	98.4076	192.6867	1.0000	1.0000	0.6277	0.0159	1.1410	107.3879	1.0000
71.2513	79.4659	205.8600	1.0000	52.3233	93.9269	118.7014	1.0000	26.0000	0.0465	0.0607	0.3189	29.4288	1.0915
51.6682	75.7495	244.2134	1.0000	51.0150	74.9924	229.2134	1.0000	1.0000	0.0203	0.2501	1.5468	141.4453	1.0000
14.2822	30.3792	102.2478	1.0000	47.5578	79.5647	70.5429	1.0000	60.0000	0.0488	0.2044	0.2162	28.3222	1.0104
74.3661	28.4707	29.2206	1.0000	52.2852	57.0418	118.8652	1.0000	38.0000	0.0457	0.4296	0.3207	51.8057	1.0524
49.8277	46.6852	49.1030	1.0000	50.2943	47.5697	62.1878	1.0000	1.0000	0.0059	0.5243	0.3090	59.3510	1.0000
34.3221	18.9406	106.8137	1.0000	47.7009	61.8733	77.7131	1.0000	45.0000	0.0460	0.3813	0.1365	40.1235	1.0007
70.6847	80.1304	-89.5289	1.0000	60.5615	95.7550	128.5693	1.0000	29.0000	0.2112	0.0424	0.4285	40.2139	1.5577
96.1878	1.8515	10.4916	1.0000	52.1823	28.8793	117.6953	1.0000	60.0000	0.0436	0.7112	0.3077	76.3541	1.1618
63.6857	47.0806	7.5978	1.0000	65.4312	50.3949	87.6090	1.0000	4.0000	0.3086	0.4961	0.0266	52.0049	1.0679
8.3587	24.5632	-3.5197	1.0000	47.5465	56.7400	71.7261	1.0000	56.0000	0.0491	0.4326	0.2030	47.0254	1.1044
8.9322	22.6903	-33.4120	1.0000	47.6516	52.0517	73.0556	1.0000	56.0000	0.0470	0.4795	0.1883	50.9084	1.1524
57.1140	54.4997	-32.0234	1.0000	52.2213	70.8020	118.6814	1.0000	21.0000	0.0444	0.2920	0.3187	40.9888	1.2338
99.8896	5.2121	-48.2327	1.0000	100.8097	4.8204	-23.0572	0.0000	1.0000	1.0162	0.9518	1.2562	156.2777	1.0000
7.0584	99.8944	205.4982	1.0000	6.0585	99.8817	180.7328	1.0000	1.0000	0.8788	0.0012	1.0081	100.8133	1.0000
76.1220	40.1735	106.2777	1.0000	52.4901	64.8025	118.4110	1.0000	35.0000	0.0498	0.3520	0.3157	45.3018	1.0254
64.3372	59.3967	-37.7306	1.0000	67.8515	62.7517	92.0857	1.0000	6.0000	0.3570	0.3725	0.0232	41.3578	1.2349
27.4107	49.7381	-83.3788	1.0000	47.7535	64.9134	74.4897	1.0000	38.0000	0.0449	0.3509	0.1723	38.4277	1.4973
27.7071	81.4506	186.2435	1.0000	25.5658	84.3171	90.8819	1.0000	4.0000	0.4887	0.1568	0.0098	29.0475	1.1179
68.2100	26.4261	159.7862	1.0000	52.2778	43.7638	118.6201	1.0000	24.0000	0.0456	0.5624	0.3180	63.1412	1.0193
77.1027	1.3143	49.5725	1.0000	52.2856	27.4714	118.8810	1.0000	38.0000	0.0457	0.7253	0.3209	78.1008	1.0539
33.4790	43.3407	141.2810	1.0000	32.9542	45.2263	93.6917	1.0000	2.0000	0.3409	0.5477	0.0410	57.4834	1.0218
28.1727	73.0352	-77.7283	1.0000	47.5666	89.4726	73.7496	1.0000	36.0000	0.0487	0.1053	0.1806	19.5147	1.4161
14.5797	21.8119	-13.8480	1.0000	47.7511	52.0174	73.6575	1.0000	50.0000	0.0450	0.4798	0.1816	50.7392	1.1145
36.5856	80.1193	129.6386	1.0000	41.0205	95.3077	71.0125	1.0000	16.0000	0.1796	0.0469	0.2110	21.5215	1.0112
82.2783	75.4008	217.2331	1.0000	52.1822	89.0004	117.6948	1.0000	38.0000	0.0436	0.1100	0.3077	29.8790	1.1506
96.8084	19.7237	133.5842	1.0000	52.1497	38.8483	117.5290	1.0000	53.0000	0.0430	0.6115	0.3059	67.0969	1.0910
85.0289	94.1005	78.1143	1.0000	84.8732	95.0884	98.9565	1.0000	1.0000	0.6975	0.0491	0.0995	36.3385	1.0000
11.6171	39.4223	153.8615	1.0000	47.5037	93.9180	70.4015	1.0000	67.0000	0.0499	0.0608	0.2178	20.6718	1.0268
6.9854	49.2011	18.3859	1.0000	47.7752	86.0922	73.8294	1.0000	59.0000	0.0445	0.1391	0.1797	21.4444	1.0728
27.0883	20.0965	38.4030	1.0000	47.5664	52.8635	70.8848	1.0000	39.0000	0.0487	0.4714	0.2124	50.9231	1.0093
75.3692	47.9224	37.4159	1.0000	75.9228	49.7982	85.6243	1.0000	2.0000	0.5185	0.5020	0.0486	56.6688	1.0226
51.3485	17.2609	106.5139	1.0000	51.1127	18.2327	103.6401	1.0000	1.0000	0.0223	0.8177	0.1516	82.9046	1.0000
64.9881	34.4002	99.6767	1.0000	52.4205	52.3546	118.3222	1.0000	22.0000	0.0484	0.4765	0.3147	55.4805	1.0038
19.5867	39.3721	100.7126	1.0000	47.7104	83.7222	72.3780	1.0000	53.0000	0.0458	0.1628	0.1958	24.0987	1.0092
19.1811	27.8773	200.5840	1.0000	47.5506	77.2987	70.6232	1.0000	61.0000	0.0490	0.2270	0.2153	29.9468	1.0705
10.1449	97.2007	-84.9889	1.0000	10.3190	96.2159	-79.9711	1.0000	1.0000	0.7936	0.0378	1.8886	174.5826	1.0000
8.3825	31.1757	210.9146	1.0000	5.3604	33.9802	87.5005	1.0000	5.0000	0.8928	0.6602	0.0278	79.7343	1.2127
68.5117	78.9216	233.9634	1.0000	52.4534	89.7270	118.3553	1.0000	22.0000	0.0491	0.1027	0.3151	30.2585	1.1366
6.7454	66.2361	192.7552	1.0000	4.3996	68.8951	94.1608	1.0000	4.0000	0.9120	0.3110	0.0462	55.3555	1.1281
0.3946	23.7938	137.3589	1.0000	0.0479	25.7146	87.6369	1.0000	2.0000	0.9990	0.7429	0.0263	89.5495	1.0247
12.3089	54.5574	181.2130	1.0000	39.6218	95.2433	60.0912	1.0000	52.0000	0.2076	0.0476	0.3323	32.0136	1.0612
4.4333	55.5579	8.2492	1.0000	47.5493	90.8737	72.8284	1.0000	61.0000	0.0490	0.0913	0.1908	19.6000	1.0945
89.3883	77.7764	119.8521	1.0000	54.4288	95.4348	128.4908	1.0000	42.0000	0.0886	0.0457	0.4277	39.0128	1.0724
76.1944	4.1875	115.1439	1.0000	52.2581	26.9426	118.1838	1.0000	34.0000	0.0452	0.7306	0.3132	78.3378	1.0295
49.9130	84.9611	144.8088	1.0000	49.4166	85.8292	119.7615	1.0000	1.0000	0.0117	0.1417	0.3307	32.9682	1.0000
64.1805	33.4018	193.9794	1.0000	52.1315	44.1526	117.4255	1.0000	17.0000	0.0426	0.5585	0.3047	62.2546	1.0528
55.6015	5.9925	40.2217	1.0000	52.4217	15.9421	118.8851	1.0000	11.0000	0.0484	0.8406	0.3209	88.9154	1.0531
79.5134	68.5358	-59.9588	1.0000	83.5674	70.5038	87.7528	1.0000	6.0000	0.6713	0.2950	0.0250	44.7420	1.3314
66.8844	57.1289	245.4725	1.0000	52.2139	65.5404	118.1330	1.0000	20.0000	0.0443	0.3446	0.3126	44.5402	1.1827
71.8022	41.9471	97.6890	1.0000	52.2745	68.3926	118.5111	1.0000	33.0000	0.0455	0.3161	0.3168	42.6273	1.0038
61.7938	81.9959	215.2764	1.0000	52.2817	87.2617	118.4094	1.0000	12.0000	0.0456	0.1274	0.3157	31.2180	1.1037
21.2253	16.3235	115.3254	1.0000	21.2102	17.3234	90.8623	1.0000	1.0000	0.5758	0.8268	0.0096	87.5501	1.0000
97.6110	55.0488	-79.1674	1.0000	100.0461	53.6410	-5.0705	0.0000	3.0000	1.0009	0.4636	1.0563	117.0136	1.0666
42.3321	5.9942	-72.8736	1.0000	48.2574	4.6400	32.1264	1.0000	7.0000	0.0349	0.9536	0.6430	111.5613	1.1517
85.4702	10.0547	223.5872	1.0000	52.3873	22.4111	118.3539	1.0000	41.0000	0.0477	0.7759	0.3150	82.6419	1.1610
1.8899	89.9877	-83.3385	1.0000	39.0463	95.2228	61.3424	1.0000	49.0000	0.2191	0.0478	0.3184	31.0494	1.3058
69.7864	63.3603	36.6770	1.0000	52.1572	91.3070	117.5661	1.0000	34.0000	0.0431	0.0869	0.3063	28.9846	1.0290
30.2958	21.4282	-88.4518	1.0000	47.5831	37.1137	72.7424	1.0000	32.0000	0.0483	0.6289	0.1918	65.2561	1.3709
18.1001	44.2200	-4.9224	1.0000	47.5184	73.9592	71.7765	1.0000	46.0000	0.0496	0.2604	0.2025	31.8807	1.0997
33.1946	41.8402	27.2036	1.0000	47.6674	69.1101	74.8271	1.0000	31.0000	0.0467	0.3089	0.1686	34.4942	1.0041
83.5189	90.6121	130.7531	1.0000	66.5919	95.0098	163.2570	1.0000	18.0000	0.3318	0.0499	0.8140	75.2780	1.0292
1.0401	27.3390	-40.8673	1.0000	47.5009	56.0204	70.0416	1.0000	63.0000	0.0500	0.4398	0.2218	48.3610	1.1538
82.4246	59.9181	-88.3009	1.0000	52.4297	85.4519	118.3308	1.0000	53.0000	0.0486	0.1455	0.3148	31.9403	1.3455
52.3320	82.3445	187.2596	1.0000	51.3417	82.4835	172.0107	1.0000	1.0000	0.0268	0.1752	0.9112	83.8712	1.0000
58.8709	12.4909	34.7126	1.0000	59.6386	15.3202	89.8379	1.0000	3.0000	0.1928	0.8468	0.0018	85.2268	1.0233
27.3924	73.0581	0.3199	1.0000	45.1312	95.1795	60.5473	1.0000	30.0000	0.0974	0.0482	0.3273	30.2391	1.0580
85.0675	48.3404	196.8036	1.0000	52.3633	63.0611	118.4687	1.0000	40.0000	0.0473	0.3694	0.3163	46.6962	1.1153
62.5617	53.9990	107.0432	1.0000	52.4423	68.7999	118.3441	1.0000	18.0000	0.0488	0.3120	0.3149	42.2232	1.0039
53.9488	82.8893	-20.8769	1.0000	52.3702	94.6816	119.0822	1.0000	15.0000	0.0474	0.0532	0.3231	29.6594	1.2608
97.3293	82.2014	-16.9533	1.0000	62.6535	95.5403	144.2135	1.0000	46.0000	0.2531	0.0446	0.6024	55.8489	1.2381
26.3048	15.6576	176.0556	1.0000	47.6898	57.2907	72.2526	1.0000	49.0000	0.0462	0.4271	0.1972	46.3076	1.0469
13.3755	66.6768	43.9493	1.0000	37.7752	95.3698	60.0283	1.0000	38.0000	0.2445	0.0463	0.3330	32.6985	1.0089
70.5158	58.5149	219.8702	1.0000	52.3670	71.4301	118.4499	1.0000	25.0000	0.0473	0.2857	0.3161	40.3885	1.1223
11.3415	54.1646	69.2608	1.0000	42.4833	95.2775	60.2248	1.0000	52.0000	0.1503	0.0472	0.3308	31.0703	1.0082
0.3238	28.9005	103.7686	1.0000	47.6064	92.3110	71.1947	1.0000	80.0000	0.0479	0.0769	0.2089	20.4571	1.0114
50.4433	99.7393	34.1929	1.0000	51.0928	100.4997	49.4955	1.0000	1.0000	0.0219	0.0050	0.4500	40.5223	1.0000
49.7008	30.9911	224.2186	1.0000	48.8263	30.5061	209.0177	1.0000	1.0000	0.0235	0.6949	1.3224	137.8260	1.0000
67.2203	96.7500	-84.5214	1.0000	67.7069	95.8764	-60.8820	1.0000	1.0000	0.3541	0.0412	1.6765	151.9734	1.0000
36.6484	50.9865	-69.1494	1.0000	47.5952	59.7896	72.9624	1.0000	18.0000	0.0481	0.4021	0.1893	43.7372	1.2814
14.3767	95.5378	267.2680	1.0000	9.8817	95.4066	119.8378	1.0000	6.0000	0.8024	0.0459	0.3315	50.2083	1.3342
96.3404	9.6093	216.2221	1.0000	52.2079	22.8066	117.8438	1.0000	52.0000	0.0442	0.7719	0.3094	82.0912	1.1289
84.1302	31.8122	147.1815	1.0000	52.0857	50.0209	117.2495	1.0000	40.0000	0.0417	0.4998	0.3028	56.9631	1.0853
37.3426	68.6065	200.4914	1.0000	42.8734	95.5563	71.0900	1.0000	30.0000	0.1425	0.0444	0.2101	20.6911	1.0905
76.8932	61.7358	53.0095	1.0000	52.2182	88.2326	118.3289	1.0000	38.0000	0.0444	0.1177	0.3148	30.7558	1.0495
